Player,Overs,Runs,Wickets,ER,MatchID,Team,Match,Date,Teams
Mohammed Shami,4.0,0,46,2,736,Rajasthan Royals,32,2019-04-16,Punjab Kings v Rajasthan Royals
Mandeep Singh,1.0,0,8,0,736,Rajasthan Royals,32,2019-04-16,Punjab Kings v Rajasthan Royals
Bhuvneshwar Kumar,4.0,0,21,0,737,Sunrisers Hyderabad,33,2019-04-17,Sunrisers Hyderabad v Chennai Super Kings
Khaleel Ahmed,4.0,0,22,1,737,Sunrisers Hyderabad,33,2019-04-17,Sunrisers Hyderabad v Chennai Super Kings
Sandeep Sharma,4.0,0,33,0,737,Sunrisers Hyderabad,33,2019-04-17,Sunrisers Hyderabad v Chennai Super Kings
Shahbaz Nadeem,2.0,0,24,1,737,Sunrisers Hyderabad,33,2019-04-17,Sunrisers Hyderabad v Chennai Super Kings
Rashid Khan,4.0,0,17,2,737,Sunrisers Hyderabad,33,2019-04-17,Sunrisers Hyderabad v Chennai Super Kings
Vijay Shankar,2.0,0,11,1,737,Sunrisers Hyderabad,33,2019-04-17,Sunrisers Hyderabad v Chennai Super Kings
Deepak Chahar,3.0,0,31,1,737,Chennai Super Kings,33,2019-04-17,Sunrisers Hyderabad v Chennai Super Kings
Shardul Thakur,3.0,0,31,0,737,Chennai Super Kings,33,2019-04-17,Sunrisers Hyderabad v Chennai Super Kings
Imran Tahir,4.0,0,20,2,737,Chennai Super Kings,33,2019-04-17,Sunrisers Hyderabad v Chennai Super Kings
Ravindra Jadeja,4.0,0,22,0,737,Chennai Super Kings,33,2019-04-17,Sunrisers Hyderabad v Chennai Super Kings
Karn Sharma,2.5,0,33,1,737,Chennai Super Kings,33,2019-04-17,Sunrisers Hyderabad v Chennai Super Kings
Ishant Sharma,3.0,0,17,0,738,Delhi Capitals,34,2019-04-18,Delhi Capitals v Mumbai Indians
Kagiso Rabada,4.0,0,38,2,738,Delhi Capitals,34,2019-04-18,Delhi Capitals v Mumbai Indians
Chris Morris,3.0,0,39,0,738,Delhi Capitals,34,2019-04-18,Delhi Capitals v Mumbai Indians
Keemo Paul,3.0,0,37,0,738,Delhi Capitals,34,2019-04-18,Delhi Capitals v Mumbai Indians
Amit Mishra,3.0,0,18,1,738,Delhi Capitals,34,2019-04-18,Delhi Capitals v Mumbai Indians
Axar Patel,4.0,0,17,1,738,Delhi Capitals,34,2019-04-18,Delhi Capitals v Mumbai Indians
Hardik Pandya,2.0,0,17,1,738,Mumbai Indians,34,2019-04-18,Delhi Capitals v Mumbai Indians
Rahul Chahar,4.0,0,19,3,738,Mumbai Indians,34,2019-04-18,Delhi Capitals v Mumbai Indians
Lasith Malinga,4.0,0,37,1,738,Mumbai Indians,34,2019-04-18,Delhi Capitals v Mumbai Indians
Jayant Yadav,4.0,0,25,0,738,Mumbai Indians,34,2019-04-18,Delhi Capitals v Mumbai Indians
Jasprit Bumrah,4.0,0,18,2,738,Mumbai Indians,34,2019-04-18,Delhi Capitals v Mumbai Indians
Krunal Pandya,2.0,0,7,1,738,Mumbai Indians,34,2019-04-18,Delhi Capitals v Mumbai Indians
Harry Gurney,4.0,0,42,1,739,Kolkata Knight Riders,35,2019-04-19,Kolkata Knight Riders v Royal Challengers Bengaluru
Sunil Narine,4.0,0,32,1,739,Kolkata Knight Riders,35,2019-04-19,Kolkata Knight Riders v Royal Challengers Bengaluru
Prasidh Krishna,4.0,0,52,0,739,Kolkata Knight Riders,35,2019-04-19,Kolkata Knight Riders v Royal Challengers Bengaluru
Andre Russell,3.0,0,17,1,739,Kolkata Knight Riders,35,2019-04-19,Kolkata Knight Riders v Royal Challengers Bengaluru
Kuldeep Yadav,4.0,0,59,1,739,Kolkata Knight Riders,35,2019-04-19,Kolkata Knight Riders v Royal Challengers Bengaluru
Piyush Chawla,1.0,0,10,0,739,Kolkata Knight Riders,35,2019-04-19,Kolkata Knight Riders v Royal Challengers Bengaluru
Dale Steyn,4.0,0,40,2,739,Royal Challengers Bengaluru,35,2019-04-19,Kolkata Knight Riders v Royal Challengers Bengaluru
Navdeep Saini,4.0,0,31,1,739,Royal Challengers Bengaluru,35,2019-04-19,Kolkata Knight Riders v Royal Challengers Bengaluru
Mohammed Siraj,4.0,0,38,0,739,Royal Challengers Bengaluru,35,2019-04-19,Kolkata Knight Riders v Royal Challengers Bengaluru
Marcus Stoinis,4.0,0,32,1,739,Royal Challengers Bengaluru,35,2019-04-19,Kolkata Knight Riders v Royal Challengers Bengaluru
Yuzvendra Chahal,3.0,0,45,0,739,Royal Challengers Bengaluru,35,2019-04-19,Kolkata Knight Riders v Royal Challengers Bengaluru
Moeen Ali,1.0,0,13,0,739,Royal Challengers Bengaluru,35,2019-04-19,Kolkata Knight Riders v Royal Challengers Bengaluru
Stuart Binny,3.0,0,19,1,740,Rajasthan Royals,36,2019-04-20,Rajasthan Royals v Mumbai Indians
Dhawal Kulkarni,3.0,0,31,0,740,Rajasthan Royals,36,2019-04-20,Rajasthan Royals v Mumbai Indians
Shreyas Gopal,4.0,0,21,2,740,Rajasthan Royals,36,2019-04-20,Rajasthan Royals v Mumbai Indians
Jofra Archer,4.0,0,22,1,740,Rajasthan Royals,36,2019-04-20,Rajasthan Royals v Mumbai Indians
Jaydev Unadkat,4.0,0,46,1,740,Rajasthan Royals,36,2019-04-20,Rajasthan Royals v Mumbai Indians
Riyan  Parag,2.0,0,17,0,740,Rajasthan Royals,36,2019-04-20,Rajasthan Royals v Mumbai Indians
Hardik Pandya,4.0,0,31,0,740,Mumbai Indians,36,2019-04-20,Rajasthan Royals v Mumbai Indians
Krunal Pandya,2.0,0,24,0,740,Mumbai Indians,36,2019-04-20,Rajasthan Royals v Mumbai Indians
Lasith Malinga,3.1,0,27,0,740,Mumbai Indians,36,2019-04-20,Rajasthan Royals v Mumbai Indians
Rahul Chahar,4.0,0,29,3,740,Mumbai Indians,36,2019-04-20,Rajasthan Royals v Mumbai Indians
Jasprit Bumrah,4.0,0,21,1,740,Mumbai Indians,36,2019-04-20,Rajasthan Royals v Mumbai Indians
Mayank Markande,2.0,0,24,0,740,Mumbai Indians,36,2019-04-20,Rajasthan Royals v Mumbai Indians
Ishant Sharma,4.0,0,29,0,741,Delhi Capitals,37,2019-04-20,Delhi Capitals v Punjab Kings
Sandeep Lamichhane,4.0,0,40,3,741,Delhi Capitals,37,2019-04-20,Delhi Capitals v Punjab Kings
Kagiso Rabada,4.0,0,23,2,741,Delhi Capitals,37,2019-04-20,Delhi Capitals v Punjab Kings
Amit Mishra,4.0,0,41,0,741,Delhi Capitals,37,2019-04-20,Delhi Capitals v Punjab Kings
Axar Patel,3.0,0,22,2,741,Delhi Capitals,37,2019-04-20,Delhi Capitals v Punjab Kings
Sherfane Rutherford,1.0,0,5,0,741,Delhi Capitals,37,2019-04-20,Delhi Capitals v Punjab Kings
Mohammed Shami,4.0,0,21,1,741,Kings XI Punjab,37,2019-04-20,Delhi Capitals v Punjab Kings
Sam Curran,3.4,0,34,0,741,Kings XI Punjab,37,2019-04-20,Delhi Capitals v Punjab Kings
Hardus Viljoen,4.0,0,39,2,741,Kings XI Punjab,37,2019-04-20,Delhi Capitals v Punjab Kings
Harpreet  Brar,2.0,0,24,0,741,Kings XI Punjab,37,2019-04-20,Delhi Capitals v Punjab Kings
Ravichandran Ashwin,3.0,0,26,0,741,Kings XI Punjab,37,2019-04-20,Delhi Capitals v Punjab Kings
Murugan Ashwin,3.0,0,20,0,741,Kings XI Punjab,37,2019-04-20,Delhi Capitals v Punjab Kings
Bhuvneshwar Kumar,4.0,0,35,2,742,Sunrisers Hyderabad,38,2019-04-21,Sunrisers Hyderabad v Kolkata Knight Riders
Shahbaz Nadeem,4.0,0,30,0,742,Sunrisers Hyderabad,38,2019-04-21,Sunrisers Hyderabad v Kolkata Knight Riders
Khaleel Ahmed,4.0,0,33,3,742,Sunrisers Hyderabad,38,2019-04-21,Sunrisers Hyderabad v Kolkata Knight Riders
Sandeep Sharma,4.0,0,37,1,742,Sunrisers Hyderabad,38,2019-04-21,Sunrisers Hyderabad v Kolkata Knight Riders
Rashid Khan,4.0,0,23,1,742,Sunrisers Hyderabad,38,2019-04-21,Sunrisers Hyderabad v Kolkata Knight Riders
Harry Gurney,2.0,0,16,0,742,Kolkata Knight Riders,38,2019-04-21,Sunrisers Hyderabad v Kolkata Knight Riders
Yarra Prithvi Raj,3.0,0,29,1,742,Kolkata Knight Riders,38,2019-04-21,Sunrisers Hyderabad v Kolkata Knight Riders
Piyush Chawla,3.0,0,38,0,742,Kolkata Knight Riders,38,2019-04-21,Sunrisers Hyderabad v Kolkata Knight Riders
Sunil Narine,4.0,0,34,0,742,Kolkata Knight Riders,38,2019-04-21,Sunrisers Hyderabad v Kolkata Knight Riders
K C Cariappa,2.0,0,34,0,742,Kolkata Knight Riders,38,2019-04-21,Sunrisers Hyderabad v Kolkata Knight Riders
Andre Russell,1.0,0,8,0,742,Kolkata Knight Riders,38,2019-04-21,Sunrisers Hyderabad v Kolkata Knight Riders
Deepak Chahar,4.0,0,25,2,743,Royal Challengers Bengaluru,39,2019-04-21,Royal Challengers Bengaluru v Chennai Super Kings
Shardul Thakur,4.0,0,40,0,743,Royal Challengers Bengaluru,39,2019-04-21,Royal Challengers Bengaluru v Chennai Super Kings
Ravindra Jadeja,4.0,0,29,2,743,Royal Challengers Bengaluru,39,2019-04-21,Royal Challengers Bengaluru v Chennai Super Kings
Dwayne Bravo,4.0,0,34,2,743,Royal Challengers Bengaluru,39,2019-04-21,Royal Challengers Bengaluru v Chennai Super Kings
Imran Tahir,4.0,0,31,1,743,Royal Challengers Bengaluru,39,2019-04-21,Royal Challengers Bengaluru v Chennai Super Kings
Dale Steyn,4.0,0,29,2,743,Chennai Super Kings,39,2019-04-21,Royal Challengers Bengaluru v Chennai Super Kings
Navdeep Saini,4.0,0,24,1,743,Chennai Super Kings,39,2019-04-21,Royal Challengers Bengaluru v Chennai Super Kings
Umesh Yadav,4.0,0,47,2,743,Chennai Super Kings,39,2019-04-21,Royal Challengers Bengaluru v Chennai Super Kings
Pawan Negi,1.0,0,7,0,743,Chennai Super Kings,39,2019-04-21,Royal Challengers Bengaluru v Chennai Super Kings
Marcus Stoinis,3.0,0,20,0,743,Chennai Super Kings,39,2019-04-21,Royal Challengers Bengaluru v Chennai Super Kings
Yuzvendra Chahal,4.0,0,24,1,743,Chennai Super Kings,39,2019-04-21,Royal Challengers Bengaluru v Chennai Super Kings
Ishant Sharma,4.0,0,29,1,744,Rajasthan Royals,40,2019-04-22,Rajasthan Royals v Delhi Capitals
Kagiso Rabada,4.0,0,37,2,744,Rajasthan Royals,40,2019-04-22,Rajasthan Royals v Delhi Capitals
Axar Patel,4.0,0,39,1,744,Rajasthan Royals,40,2019-04-22,Rajasthan Royals v Delhi Capitals
Amit Mishra,3.0,0,28,0,744,Rajasthan Royals,40,2019-04-22,Rajasthan Royals v Delhi Capitals
Chris Morris,4.0,0,41,1,744,Rajasthan Royals,40,2019-04-22,Rajasthan Royals v Delhi Capitals
Sherfane Rutherford,1.0,0,16,0,744,Rajasthan Royals,40,2019-04-22,Rajasthan Royals v Delhi Capitals
Stuart Binny,1.0,0,3,0,744,Delhi Capitals,40,2019-04-22,Rajasthan Royals v Delhi Capitals
Dhawal Kulkarni,4.0,0,51,1,744,Delhi Capitals,40,2019-04-22,Rajasthan Royals v Delhi Capitals
Jaydev Unadkat,3.2,0,36,0,744,Delhi Capitals,40,2019-04-22,Rajasthan Royals v Delhi Capitals
Shreyas Gopal,4.0,0,47,2,744,Delhi Capitals,40,2019-04-22,Rajasthan Royals v Delhi Capitals
Jofra Archer,4.0,0,31,0,744,Delhi Capitals,40,2019-04-22,Rajasthan Royals v Delhi Capitals
Riyan  Parag,3.0,0,25,1,744,Delhi Capitals,40,2019-04-22,Rajasthan Royals v Delhi Capitals
Deepak Chahar,4.0,0,30,1,745,Chennai Super Kings,41,2019-04-23,Chennai Super Kings v Sunrisers Hyderabad
Harbhajan Singh,4.0,0,39,2,745,Chennai Super Kings,41,2019-04-23,Chennai Super Kings v Sunrisers Hyderabad
Ravindra Jadeja,4.0,0,33,0,745,Chennai Super Kings,41,2019-04-23,Chennai Super Kings v Sunrisers Hyderabad
Dwayne Bravo,4.0,0,34,0,745,Chennai Super Kings,41,2019-04-23,Chennai Super Kings v Sunrisers Hyderabad
Imran Tahir,4.0,0,38,0,745,Chennai Super Kings,41,2019-04-23,Chennai Super Kings v Sunrisers Hyderabad
Bhuvneshwar Kumar,4.0,1,18,1,745,Sunrisers Hyderabad,41,2019-04-23,Chennai Super Kings v Sunrisers Hyderabad
Khaleel Ahmed,4.0,0,26,0,745,Sunrisers Hyderabad,41,2019-04-23,Chennai Super Kings v Sunrisers Hyderabad
Shakib Al Hasan,4.0,0,27,0,745,Sunrisers Hyderabad,41,2019-04-23,Chennai Super Kings v Sunrisers Hyderabad
Sandeep Sharma,3.5,0,54,1,745,Sunrisers Hyderabad,41,2019-04-23,Chennai Super Kings v Sunrisers Hyderabad
Rashid Khan,4.0,0,44,1,745,Sunrisers Hyderabad,41,2019-04-23,Chennai Super Kings v Sunrisers Hyderabad
Ankit Rajpoot,4.0,0,46,0,746,Royal Challengers Bengaluru,42,2019-04-24,Royal Challengers Bengaluru v Punjab Kings
Mohammed Shami,4.0,0,53,1,746,Royal Challengers Bengaluru,42,2019-04-24,Royal Challengers Bengaluru v Punjab Kings
Murugan Ashwin,4.0,0,31,1,746,Royal Challengers Bengaluru,42,2019-04-24,Royal Challengers Bengaluru v Punjab Kings
Ravichandran Ashwin,4.0,0,15,1,746,Royal Challengers Bengaluru,42,2019-04-24,Royal Challengers Bengaluru v Punjab Kings
Hardus Viljoen,4.0,0,51,1,746,Royal Challengers Bengaluru,42,2019-04-24,Royal Challengers Bengaluru v Punjab Kings
Tim Southee,3.0,0,33,0,746,Kings XI Punjab,42,2019-04-24,Royal Challengers Bengaluru v Punjab Kings
Umesh Yadav,4.0,0,36,3,746,Kings XI Punjab,42,2019-04-24,Royal Challengers Bengaluru v Punjab Kings
Navdeep Saini,4.0,0,33,2,746,Kings XI Punjab,42,2019-04-24,Royal Challengers Bengaluru v Punjab Kings
Yuzvendra Chahal,2.0,0,27,0,746,Kings XI Punjab,42,2019-04-24,Royal Challengers Bengaluru v Punjab Kings
Marcus Stoinis,2.0,0,13,1,746,Kings XI Punjab,42,2019-04-24,Royal Challengers Bengaluru v Punjab Kings
Moeen Ali,3.0,0,22,1,746,Kings XI Punjab,42,2019-04-24,Royal Challengers Bengaluru v Punjab Kings
Washington Sundar,2.0,0,21,0,746,Kings XI Punjab,42,2019-04-24,Royal Challengers Bengaluru v Punjab Kings
Varun Aaron,4.0,1,20,2,747,Kolkata Knight Riders,43,2019-04-25,Kolkata Knight Riders v Rajasthan Royals
Oshane Thomas,4.0,0,32,1,747,Kolkata Knight Riders,43,2019-04-25,Kolkata Knight Riders v Rajasthan Royals
Jofra Archer,4.0,0,28,0,747,Kolkata Knight Riders,43,2019-04-25,Kolkata Knight Riders v Rajasthan Royals
Shreyas Gopal,3.0,0,31,1,747,Kolkata Knight Riders,43,2019-04-25,Kolkata Knight Riders v Rajasthan Royals
Riyan  Parag,1.0,0,7,0,747,Kolkata Knight Riders,43,2019-04-25,Kolkata Knight Riders v Rajasthan Royals
Jaydev Unadkat,4.0,0,50,1,747,Kolkata Knight Riders,43,2019-04-25,Kolkata Knight Riders v Rajasthan Royals
Carlos Brathwaite,2.0,0,16,0,747,Rajasthan Royals,43,2019-04-25,Kolkata Knight Riders v Rajasthan Royals
Prasidh Krishna,3.2,0,43,1,747,Rajasthan Royals,43,2019-04-25,Kolkata Knight Riders v Rajasthan Royals
Andre Russell,3.0,0,32,1,747,Rajasthan Royals,43,2019-04-25,Kolkata Knight Riders v Rajasthan Royals
Sunil Narine,4.0,0,25,2,747,Rajasthan Royals,43,2019-04-25,Kolkata Knight Riders v Rajasthan Royals
Yarra Prithvi Raj,2.0,0,28,0,747,Rajasthan Royals,43,2019-04-25,Kolkata Knight Riders v Rajasthan Royals
Piyush Chawla,4.0,0,20,3,747,Rajasthan Royals,43,2019-04-25,Kolkata Knight Riders v Rajasthan Royals
Nitish Rana,1.0,0,13,0,747,Rajasthan Royals,43,2019-04-25,Kolkata Knight Riders v Rajasthan Royals
Deepak Chahar,4.0,0,46,1,748,Chennai Super Kings,44,2019-04-26,Chennai Super Kings v Mumbai Indians
Harbhajan Singh,4.0,0,23,0,748,Chennai Super Kings,44,2019-04-26,Chennai Super Kings v Mumbai Indians
Imran Tahir,4.0,0,37,1,748,Chennai Super Kings,44,2019-04-26,Chennai Super Kings v Mumbai Indians
Dwayne Bravo,4.0,0,35,0,748,Chennai Super Kings,44,2019-04-26,Chennai Super Kings v Mumbai Indians
Mitchell Santner,4.0,0,13,2,748,Chennai Super Kings,44,2019-04-26,Chennai Super Kings v Mumbai Indians
Lasith Malinga,3.4,0,37,4,748,Mumbai Indians,44,2019-04-26,Chennai Super Kings v Mumbai Indians
Krunal Pandya,3.0,0,7,2,748,Mumbai Indians,44,2019-04-26,Chennai Super Kings v Mumbai Indians
Hardik Pandya,2.0,0,22,1,748,Mumbai Indians,44,2019-04-26,Chennai Super Kings v Mumbai Indians
Jasprit Bumrah,3.0,0,10,2,748,Mumbai Indians,44,2019-04-26,Chennai Super Kings v Mumbai Indians
Rahul Chahar,4.0,0,21,0,748,Mumbai Indians,44,2019-04-26,Chennai Super Kings v Mumbai Indians
Anukul Roy,2.0,0,11,1,748,Mumbai Indians,44,2019-04-26,Chennai Super Kings v Mumbai Indians
Varun Aaron,4.0,0,36,2,749,Rajasthan Royals,45,2019-04-27,Rajasthan Royals v Sunrisers Hyderabad
Oshane Thomas,4.0,0,28,2,749,Rajasthan Royals,45,2019-04-27,Rajasthan Royals v Sunrisers Hyderabad
Shreyas Gopal,4.0,0,30,2,749,Rajasthan Royals,45,2019-04-27,Rajasthan Royals v Sunrisers Hyderabad
Jaydev Unadkat,4.0,0,26,2,749,Rajasthan Royals,45,2019-04-27,Rajasthan Royals v Sunrisers Hyderabad
Riyan  Parag,3.0,0,24,0,749,Rajasthan Royals,45,2019-04-27,Rajasthan Royals v Sunrisers Hyderabad
Stuart Binny,1.0,0,10,0,749,Rajasthan Royals,45,2019-04-27,Rajasthan Royals v Sunrisers Hyderabad
Bhuvneshwar Kumar,4.0,0,22,0,749,Sunrisers Hyderabad,45,2019-04-27,Rajasthan Royals v Sunrisers Hyderabad
Shakib Al Hasan,3.1,0,26,1,749,Sunrisers Hyderabad,45,2019-04-27,Rajasthan Royals v Sunrisers Hyderabad
Rashid Khan,4.0,0,30,1,749,Sunrisers Hyderabad,45,2019-04-27,Rajasthan Royals v Sunrisers Hyderabad
Khaleel Ahmed,4.0,0,33,1,749,Sunrisers Hyderabad,45,2019-04-27,Rajasthan Royals v Sunrisers Hyderabad
Siddarth Kaul,4.0,0,48,0,749,Sunrisers Hyderabad,45,2019-04-27,Rajasthan Royals v Sunrisers Hyderabad
Umesh Yadav,4.0,0,39,1,750,Delhi Capitals,46,2019-04-28,Delhi Capitals v Royal Challengers Bengaluru
Washington Sundar,4.0,0,29,1,750,Delhi Capitals,46,2019-04-28,Delhi Capitals v Royal Challengers Bengaluru
Yuzvendra Chahal,4.0,0,41,2,750,Delhi Capitals,46,2019-04-28,Delhi Capitals v Royal Challengers Bengaluru
Navdeep Saini,4.0,0,44,1,750,Delhi Capitals,46,2019-04-28,Delhi Capitals v Royal Challengers Bengaluru
Marcus Stoinis,3.0,0,24,0,750,Delhi Capitals,46,2019-04-28,Delhi Capitals v Royal Challengers Bengaluru
Shivam Dube,1.0,0,5,0,750,Delhi Capitals,46,2019-04-28,Delhi Capitals v Royal Challengers Bengaluru
Ishant Sharma,4.0,0,40,1,750,Royal Challengers Bengaluru,46,2019-04-28,Delhi Capitals v Royal Challengers Bengaluru
Axar Patel,4.0,0,26,1,750,Royal Challengers Bengaluru,46,2019-04-28,Delhi Capitals v Royal Challengers Bengaluru
Sandeep Lamichhane,3.0,0,36,0,750,Royal Challengers Bengaluru,46,2019-04-28,Delhi Capitals v Royal Challengers Bengaluru
Kagiso Rabada,4.0,0,31,2,750,Royal Challengers Bengaluru,46,2019-04-28,Delhi Capitals v Royal Challengers Bengaluru
Amit Mishra,4.0,0,29,2,750,Royal Challengers Bengaluru,46,2019-04-28,Delhi Capitals v Royal Challengers Bengaluru
Sherfane Rutherford,1.0,0,6,1,750,Royal Challengers Bengaluru,46,2019-04-28,Delhi Capitals v Royal Challengers Bengaluru
Barinder Sran,2.0,0,27,0,751,Kolkata Knight Riders,47,2019-04-28,Kolkata Knight Riders v Mumbai Indians
Krunal Pandya,3.0,0,27,0,751,Kolkata Knight Riders,47,2019-04-28,Kolkata Knight Riders v Mumbai Indians
Lasith Malinga,4.0,0,48,0,751,Kolkata Knight Riders,47,2019-04-28,Kolkata Knight Riders v Mumbai Indians
Jasprit Bumrah,4.0,0,44,0,751,Kolkata Knight Riders,47,2019-04-28,Kolkata Knight Riders v Mumbai Indians
Rahul Chahar,4.0,0,54,1,751,Kolkata Knight Riders,47,2019-04-28,Kolkata Knight Riders v Mumbai Indians
Hardik Pandya,3.0,0,31,1,751,Kolkata Knight Riders,47,2019-04-28,Kolkata Knight Riders v Mumbai Indians
Sandeep Warrier,4.0,0,29,0,751,Mumbai Indians,47,2019-04-28,Kolkata Knight Riders v Mumbai Indians
Sunil Narine,4.0,0,44,2,751,Mumbai Indians,47,2019-04-28,Kolkata Knight Riders v Mumbai Indians
Harry Gurney,4.0,0,37,2,751,Mumbai Indians,47,2019-04-28,Kolkata Knight Riders v Mumbai Indians
Andre Russell,4.0,0,25,2,751,Mumbai Indians,47,2019-04-28,Kolkata Knight Riders v Mumbai Indians
Piyush Chawla,4.0,0,57,1,751,Mumbai Indians,47,2019-04-28,Kolkata Knight Riders v Mumbai Indians
Arshdeep Singh,4.0,0,42,1,752,Sunrisers Hyderabad,48,2019-04-29,Sunrisers Hyderabad v Punjab Kings
Mujeeb Ur Rahman,4.0,0,66,0,752,Sunrisers Hyderabad,48,2019-04-29,Sunrisers Hyderabad v Punjab Kings
Mohammed Shami,4.0,0,36,2,752,Sunrisers Hyderabad,48,2019-04-29,Sunrisers Hyderabad v Punjab Kings
Ravichandran Ashwin,4.0,0,30,2,752,Sunrisers Hyderabad,48,2019-04-29,Sunrisers Hyderabad v Punjab Kings
Murugan Ashwin,4.0,0,32,1,752,Sunrisers Hyderabad,48,2019-04-29,Sunrisers Hyderabad v Punjab Kings
Khaleel Ahmed,4.0,0,40,3,752,Kings XI Punjab,48,2019-04-29,Sunrisers Hyderabad v Punjab Kings
Bhuvneshwar Kumar,4.0,0,34,0,752,Kings XI Punjab,48,2019-04-29,Sunrisers Hyderabad v Punjab Kings
Sandeep Sharma,4.0,0,33,2,752,Kings XI Punjab,48,2019-04-29,Sunrisers Hyderabad v Punjab Kings
Rashid Khan,4.0,0,21,3,752,Kings XI Punjab,48,2019-04-29,Sunrisers Hyderabad v Punjab Kings
Abhishek Sharma,1.0,0,11,0,752,Kings XI Punjab,48,2019-04-29,Sunrisers Hyderabad v Punjab Kings
Mohammad Nabi,3.0,0,28,0,752,Kings XI Punjab,48,2019-04-29,Sunrisers Hyderabad v Punjab Kings
Varun Aaron,1.0,0,23,0,753,Unknown Team,49,2019-04-30,Royal Challengers Bengaluru v Rajasthan Royals
Shreyas Gopal,1.0,0,12,3,753,Unknown Team,49,2019-04-30,Royal Challengers Bengaluru v Rajasthan Royals
Riyan  Parag,1.0,0,10,1,753,Unknown Team,49,2019-04-30,Royal Challengers Bengaluru v Rajasthan Royals
Jaydev Unadkat,1.0,0,9,1,753,Unknown Team,49,2019-04-30,Royal Challengers Bengaluru v Rajasthan Royals
Oshane Thomas,1.0,0,6,2,753,Unknown Team,49,2019-04-30,Royal Challengers Bengaluru v Rajasthan Royals
Umesh Yadav,1.0,0,10,0,753,Unknown Team,49,2019-04-30,Royal Challengers Bengaluru v Rajasthan Royals
Navdeep Saini,1.0,0,12,0,753,Unknown Team,49,2019-04-30,Royal Challengers Bengaluru v Rajasthan Royals
Kulwant Khejroliya,1.0,0,17,0,753,Unknown Team,49,2019-04-30,Royal Challengers Bengaluru v Rajasthan Royals
Yuzvendra Chahal,0.2,0,0,1,753,Unknown Team,49,2019-04-30,Royal Challengers Bengaluru v Rajasthan Royals
Trent Boult,4.0,0,37,0,754,Chennai Super Kings,50,2019-05-01,Chennai Super Kings v Delhi Capitals
Jagadeesha Suchith,4.0,0,28,2,754,Chennai Super Kings,50,2019-05-01,Chennai Super Kings v Delhi Capitals
Chris Morris,4.0,0,47,1,754,Chennai Super Kings,50,2019-05-01,Chennai Super Kings v Delhi Capitals
Axar Patel,3.0,0,31,1,754,Chennai Super Kings,50,2019-05-01,Chennai Super Kings v Delhi Capitals
Amit Mishra,3.0,0,16,0,754,Chennai Super Kings,50,2019-05-01,Chennai Super Kings v Delhi Capitals
Sherfane Rutherford,2.0,0,19,0,754,Chennai Super Kings,50,2019-05-01,Chennai Super Kings v Delhi Capitals
Deepak Chahar,3.0,0,32,1,754,Delhi Capitals,50,2019-05-01,Chennai Super Kings v Delhi Capitals
Harbhajan Singh,4.0,0,28,1,754,Delhi Capitals,50,2019-05-01,Chennai Super Kings v Delhi Capitals
Imran Tahir,3.2,0,12,4,754,Delhi Capitals,50,2019-05-01,Chennai Super Kings v Delhi Capitals
Ravindra Jadeja,3.0,0,9,3,754,Delhi Capitals,50,2019-05-01,Chennai Super Kings v Delhi Capitals
Dwayne Bravo,3.0,0,18,0,754,Delhi Capitals,50,2019-05-01,Chennai Super Kings v Delhi Capitals
Bhuvneshwar Kumar,4.0,0,29,1,755,Mumbai Indians,51,2019-05-02,Mumbai Indians v Sunrisers Hyderabad
Khaleel Ahmed,4.0,0,42,3,755,Mumbai Indians,51,2019-05-02,Mumbai Indians v Sunrisers Hyderabad
Mohammad Nabi,4.0,0,24,1,755,Mumbai Indians,51,2019-05-02,Mumbai Indians v Sunrisers Hyderabad
Rashid Khan,4.0,0,21,0,755,Mumbai Indians,51,2019-05-02,Mumbai Indians v Sunrisers Hyderabad
Basil Thampi,4.0,0,40,0,755,Mumbai Indians,51,2019-05-02,Mumbai Indians v Sunrisers Hyderabad
Barinder Sran,2.0,0,24,0,755,Sunrisers Hyderabad,51,2019-05-02,Mumbai Indians v Sunrisers Hyderabad
Lasith Malinga,4.0,0,43,0,755,Sunrisers Hyderabad,51,2019-05-02,Mumbai Indians v Sunrisers Hyderabad
Jasprit Bumrah,4.0,0,31,2,755,Sunrisers Hyderabad,51,2019-05-02,Mumbai Indians v Sunrisers Hyderabad
Rahul Chahar,4.0,0,21,0,755,Sunrisers Hyderabad,51,2019-05-02,Mumbai Indians v Sunrisers Hyderabad
Krunal Pandya,4.0,0,22,2,755,Sunrisers Hyderabad,51,2019-05-02,Mumbai Indians v Sunrisers Hyderabad
Hardik Pandya,2.0,0,20,2,755,Sunrisers Hyderabad,51,2019-05-02,Mumbai Indians v Sunrisers Hyderabad
Sandeep Warrier,4.0,0,31,2,756,Kings XI Punjab,52,2019-05-03,Punjab Kings v Kolkata Knight Riders
Harry Gurney,4.0,0,41,1,756,Kings XI Punjab,52,2019-05-03,Punjab Kings v Kolkata Knight Riders
