ID,Match,Date,Teams,Ground,Result,Scorecard,Season,Winner,Margin,Day_of_Week,Month,Year,Team1,Team2
621,37,2017-04-30,Sunrisers Hyderabad v Kolkata Knight Riders,Hyderabad,Sunrisers Hyderabad won by 48 Runs,MatchScorecard.asp?MatchCode=0621,2017.0,Sunrisers Hyderabad,48 Runs,Sunday,April,2017,Sunrisers Hyderabad,Kolkata Knight Riders
622,38,2017-05-01,Mumbai Indians v Royal Challengers Bengaluru,Mumbai,Mumbai Indians won by 5 Wickets,MatchScorecard.asp?MatchCode=0622,2017.0,Mumbai Indians,5 Wickets,Monday,May,2017,Mumbai Indians,Royal Challengers Bengaluru
623,39,2017-05-01,Rising Pune Supergiant v Gujarat Lions,Pune,Rising Pune Supergiant won by 5 Wickets,MatchScorecard.asp?MatchCode=0623,2017.0,Rising Pune Supergiant,5 Wickets,Monday,May,2017,Rising Pune Supergiant,Gujarat Lions
624,40,2017-05-02,Delhi Capitals v Sunrisers Hyderabad,Delhi,Delhi Capitals won by 6 Wickets,MatchScorecard.asp?MatchCode=0624,2017.0,Delhi Capitals,6 Wickets,Tuesday,May,2017,Delhi Capitals,Sunrisers Hyderabad
625,41,2017-05-03,Kolkata Knight Riders v Rising Pune Supergiant,Kolkata,Rising Pune Supergiant won by 4 Wickets,MatchScorecard.asp?MatchCode=0625,2017.0,Rising Pune Supergiant,4 Wickets,Wednesday,May,2017,Kolkata Knight Riders,Rising Pune Supergiant
626,42,2017-05-04,Delhi Capitals v Gujarat Lions,Delhi,Delhi Capitals won by 7 Wickets,MatchScorecard.asp?MatchCode=0626,2017.0,Delhi Capitals,7 Wickets,Thursday,May,2017,Delhi Capitals,Gujarat Lions
627,43,2017-05-05,Royal Challengers Bengaluru v Punjab Kings,"Bengaluru, Bangalore",Punjab Kings won by 19 Runs,MatchScorecard.asp?MatchCode=0627,2017.0,Punjab Kings,19 Runs,Friday,May,2017,Royal Challengers Bengaluru,Punjab Kings
628,44,2017-05-06,Sunrisers Hyderabad v Rising Pune Supergiant,Hyderabad,Rising Pune Supergiant won by 12 Runs,MatchScorecard.asp?MatchCode=0628,2017.0,Rising Pune Supergiant,12 Runs,Saturday,May,2017,Sunrisers Hyderabad,Rising Pune Supergiant
629,45,2017-05-06,Delhi Capitals v Mumbai Indians,Cuttack,Mumbai Indians won by 146 Runs,MatchScorecard.asp?MatchCode=0629,2017.0,Mumbai Indians,146 Runs,Saturday,May,2017,Delhi Capitals,Mumbai Indians
630,46,2017-05-07,Royal Challengers Bengaluru v Kolkata Knight Riders,"Bengaluru, Bangalore",Kolkata Knight Riders won by 6 Wickets,MatchScorecard.asp?MatchCode=0630,2017.0,Kolkata Knight Riders,6 Wickets,Sunday,May,2017,Royal Challengers Bengaluru,Kolkata Knight Riders
631,47,2017-05-07,Punjab Kings v Gujarat Lions,"Mohali, Chandigarh",Gujarat Lions won by 6 Wickets,MatchScorecard.asp?MatchCode=0631,2017.0,Gujarat Lions,6 Wickets,Sunday,May,2017,Punjab Kings,Gujarat Lions
632,48,2017-05-08,Sunrisers Hyderabad v Mumbai Indians,Hyderabad,Sunrisers Hyderabad won by 7 Wickets,MatchScorecard.asp?MatchCode=0632,2017.0,Sunrisers Hyderabad,7 Wickets,Monday,May,2017,Sunrisers Hyderabad,Mumbai Indians
633,49,2017-05-09,Punjab Kings v Kolkata Knight Riders,"Mohali, Chandigarh",Punjab Kings won by 14 Runs,MatchScorecard.asp?MatchCode=0633,2017.0,Punjab Kings,14 Runs,Tuesday,May,2017,Punjab Kings,Kolkata Knight Riders
634,50,2017-05-10,Gujarat Lions v Delhi Capitals,Kanpur,Delhi Capitals won by 2 Wickets,MatchScorecard.asp?MatchCode=0634,2017.0,Delhi Capitals,2 Wickets,Wednesday,May,2017,Gujarat Lions,Delhi Capitals
635,51,2017-05-11,Mumbai Indians v Punjab Kings,Mumbai,Punjab Kings won by 7 Runs,MatchScorecard.asp?MatchCode=0635,2017.0,Punjab Kings,7 Runs,Thursday,May,2017,Mumbai Indians,Punjab Kings
636,52,2017-05-12,Delhi Capitals v Rising Pune Supergiant,Delhi,Delhi Capitals won by 7 Runs,MatchScorecard.asp?MatchCode=0636,2017.0,Delhi Capitals,7 Runs,Friday,May,2017,Delhi Capitals,Rising Pune Supergiant
637,53,2017-05-13,Gujarat Lions v Sunrisers Hyderabad,Kanpur,Sunrisers Hyderabad won by 8 Wickets,MatchScorecard.asp?MatchCode=0637,2017.0,Sunrisers Hyderabad,8 Wickets,Saturday,May,2017,Gujarat Lions,Sunrisers Hyderabad
638,54,2017-05-13,Kolkata Knight Riders v Mumbai Indians,Kolkata,Mumbai Indians won by 9 Runs,MatchScorecard.asp?MatchCode=0638,2017.0,Mumbai Indians,9 Runs,Saturday,May,2017,Kolkata Knight Riders,Mumbai Indians
639,55,2017-05-14,Rising Pune Supergiant v Punjab Kings,Pune,Rising Pune Supergiant won by 9 Wickets,MatchScorecard.asp?MatchCode=0639,2017.0,Rising Pune Supergiant,9 Wickets,Sunday,May,2017,Rising Pune Supergiant,Punjab Kings
640,56,2017-05-14,Delhi Capitals v Royal Challengers Bengaluru,Delhi,Royal Challengers Bengaluru won by 10 Runs,MatchScorecard.asp?MatchCode=0640,2017.0,Royal Challengers Bengaluru,10 Runs,Sunday,May,2017,Delhi Capitals,Royal Challengers Bengaluru
641,1st Qualifying Final,2017-05-16,Mumbai Indians v Rising Pune Supergiant,Mumbai,Rising Pune Supergiant won by 20 Runs,MatchScorecard.asp?MatchCode=0641,2017.0,Rising Pune Supergiant,20 Runs,Tuesday,May,2017,Mumbai Indians,Rising Pune Supergiant
642,Elimination Final,2017-05-17,Sunrisers Hyderabad v Kolkata Knight Riders,"Bengaluru, Bangalore",Kolkata Knight Riders won by 7 Wickets [D/L],MatchScorecard.asp?MatchCode=0642,2017.0,Kolkata Knight Riders,7 Wickets [D/L],Wednesday,May,2017,Sunrisers Hyderabad,Kolkata Knight Riders
643,2nd Qualifying Final,2017-05-19,Mumbai Indians v Kolkata Knight Riders,"Bengaluru, Bangalore",Mumbai Indians won by 6 Wickets,MatchScorecard.asp?MatchCode=0643,2017.0,Mumbai Indians,6 Wickets,Friday,May,2017,Mumbai Indians,Kolkata Knight Riders
644,Final,2017-05-21,Mumbai Indians v Rising Pune Supergiant,Hyderabad,Mumbai Indians won by 1 Run,MatchScorecard.asp?MatchCode=0644,2017.0,Mumbai Indians,1 Run,Sunday,May,2017,Mumbai Indians,Rising Pune Supergiant
645,1,2018-04-07,Mumbai Indians v Chennai Super Kings,Mumbai,Chennai Super Kings won by 1 Wicket,MatchScorecard.asp?MatchCode=0645,2018.0,Chennai Super Kings,1 Wicket,Saturday,April,2018,Mumbai Indians,Chennai Super Kings
646,2,2018-04-08,Punjab Kings v Delhi Capitals,"Mohali, Chandigarh",Punjab Kings won by 6 Wickets,MatchScorecard.asp?MatchCode=0646,2018.0,Punjab Kings,6 Wickets,Sunday,April,2018,Punjab Kings,Delhi Capitals
647,3,2018-04-08,Kolkata Knight Riders v Royal Challengers Bengaluru,Kolkata,Kolkata Knight Riders won by 4 Wickets,MatchScorecard.asp?MatchCode=0647,2018.0,Kolkata Knight Riders,4 Wickets,Sunday,April,2018,Kolkata Knight Riders,Royal Challengers Bengaluru
648,4,2018-04-09,Sunrisers Hyderabad v Rajasthan Royals,Hyderabad,Sunrisers Hyderabad won by 9 Wickets,MatchScorecard.asp?MatchCode=0648,2018.0,Sunrisers Hyderabad,9 Wickets,Monday,April,2018,Sunrisers Hyderabad,Rajasthan Royals
649,5,2018-04-10,Chennai Super Kings v Kolkata Knight Riders,Chennai,Chennai Super Kings won by 5 Wickets,MatchScorecard.asp?MatchCode=0649,2018.0,Chennai Super Kings,5 Wickets,Tuesday,April,2018,Chennai Super Kings,Kolkata Knight Riders
650,6,2018-04-11,Rajasthan Royals v Delhi Capitals,Jaipur,Rajasthan Royals won by 10 Runs [D/L],MatchScorecard.asp?MatchCode=0650,2018.0,Rajasthan Royals,10 Runs [D/L],Wednesday,April,2018,Rajasthan Royals,Delhi Capitals
651,7,2018-04-12,Mumbai Indians v Sunrisers Hyderabad,Hyderabad,Sunrisers Hyderabad won by 1 Wicket,MatchScorecard.asp?MatchCode=0651,2018.0,Sunrisers Hyderabad,1 Wicket,Thursday,April,2018,Mumbai Indians,Sunrisers Hyderabad
652,8,2018-04-13,Punjab Kings v Royal Challengers Bengaluru,"Bengaluru, Bangalore",Royal Challengers Bengaluru won by 4 Wickets,MatchScorecard.asp?MatchCode=0652,2018.0,Royal Challengers Bengaluru,4 Wickets,Friday,April,2018,Punjab Kings,Royal Challengers Bengaluru
653,10,2018-04-14,Kolkata Knight Riders v Sunrisers Hyderabad,Kolkata,Sunrisers Hyderabad won by 5 Wickets,MatchScorecard.asp?MatchCode=0654,2018.0,Sunrisers Hyderabad,5 Wickets,Saturday,April,2018,Kolkata Knight Riders,Sunrisers Hyderabad
654,9,2018-04-14,Mumbai Indians v Delhi Capitals,Mumbai,Delhi Capitals won by 7 Wickets,MatchScorecard.asp?MatchCode=0653,2018.0,Delhi Capitals,7 Wickets,Saturday,April,2018,Mumbai Indians,Delhi Capitals
655,11,2018-04-15,Royal Challengers Bengaluru v Rajasthan Royals,"Bengaluru, Bangalore",Rajasthan Royals won by 19 Runs,MatchScorecard.asp?MatchCode=0655,2018.0,Rajasthan Royals,19 Runs,Sunday,April,2018,Royal Challengers Bengaluru,Rajasthan Royals
656,12,2018-04-15,Punjab Kings v Chennai Super Kings,"Mohali, Chandigarh",Punjab Kings won by 4 Runs,MatchScorecard.asp?MatchCode=0656,2018.0,Punjab Kings,4 Runs,Sunday,April,2018,Punjab Kings,Chennai Super Kings
657,13,2018-04-16,Kolkata Knight Riders v Delhi Capitals,Kolkata,Kolkata Knight Riders won by 71 Runs,MatchScorecard.asp?MatchCode=0657,2018.0,Kolkata Knight Riders,71 Runs,Monday,April,2018,Kolkata Knight Riders,Delhi Capitals
658,14,2018-04-17,Mumbai Indians v Royal Challengers Bengaluru,Mumbai,Mumbai Indians won by 46 Runs,MatchScorecard.asp?MatchCode=0658,2018.0,Mumbai Indians,46 Runs,Tuesday,April,2018,Mumbai Indians,Royal Challengers Bengaluru
659,15,2018-04-18,Rajasthan Royals v Kolkata Knight Riders,Jaipur,Kolkata Knight Riders won by 7 Wickets,MatchScorecard.asp?MatchCode=0659,2018.0,Kolkata Knight Riders,7 Wickets,Wednesday,April,2018,Rajasthan Royals,Kolkata Knight Riders
660,16,2018-04-19,Punjab Kings v Sunrisers Hyderabad,"Mohali, Chandigarh",Punjab Kings won by 15 Runs,MatchScorecard.asp?MatchCode=0660,2018.0,Punjab Kings,15 Runs,Thursday,April,2018,Punjab Kings,Sunrisers Hyderabad
661,17,2018-04-20,Rajasthan Royals v Chennai Super Kings,Pune,Chennai Super Kings won by 64 Runs,MatchScorecard.asp?MatchCode=0661,2018.0,Chennai Super Kings,64 Runs,Friday,April,2018,Rajasthan Royals,Chennai Super Kings
662,18,2018-04-21,Kolkata Knight Riders v Punjab Kings,Kolkata,Punjab Kings won by 9 Wickets [D/L],MatchScorecard.asp?MatchCode=0662,2018.0,Punjab Kings,9 Wickets [D/L],Saturday,April,2018,Kolkata Knight Riders,Punjab Kings
663,19,2018-04-21,Royal Challengers Bengaluru v Delhi Capitals,"Bengaluru, Bangalore",Royal Challengers Bengaluru won by 6 Wickets,MatchScorecard.asp?MatchCode=0663,2018.0,Royal Challengers Bengaluru,6 Wickets,Saturday,April,2018,Royal Challengers Bengaluru,Delhi Capitals
664,20,2018-04-22,Sunrisers Hyderabad v Chennai Super Kings,Hyderabad,Chennai Super Kings won by 4 Runs,MatchScorecard.asp?MatchCode=0664,2018.0,Chennai Super Kings,4 Runs,Sunday,April,2018,Sunrisers Hyderabad,Chennai Super Kings
665,21,2018-04-22,Rajasthan Royals v Mumbai Indians,Jaipur,Rajasthan Royals won by 3 Wickets,MatchScorecard.asp?MatchCode=0665,2018.0,Rajasthan Royals,3 Wickets,Sunday,April,2018,Rajasthan Royals,Mumbai Indians
666,22,2018-04-23,Delhi Capitals v Punjab Kings,Delhi,Punjab Kings won by 4 Runs,MatchScorecard.asp?MatchCode=0666,2018.0,Punjab Kings,4 Runs,Monday,April,2018,Delhi Capitals,Punjab Kings
667,23,2018-04-24,Mumbai Indians v Sunrisers Hyderabad,Mumbai,Sunrisers Hyderabad won by 31 Runs,MatchScorecard.asp?MatchCode=0667,2018.0,Sunrisers Hyderabad,31 Runs,Tuesday,April,2018,Mumbai Indians,Sunrisers Hyderabad
668,24,2018-04-25,Royal Challengers Bengaluru v Chennai Super Kings,"Bengaluru, Bangalore",Chennai Super Kings won by 5 Wickets,MatchScorecard.asp?MatchCode=0668,2018.0,Chennai Super Kings,5 Wickets,Wednesday,April,2018,Royal Challengers Bengaluru,Chennai Super Kings
669,25,2018-04-26,Sunrisers Hyderabad v Punjab Kings,Hyderabad,Sunrisers Hyderabad won by 13 Runs,MatchScorecard.asp?MatchCode=0669,2018.0,Sunrisers Hyderabad,13 Runs,Thursday,April,2018,Sunrisers Hyderabad,Punjab Kings
670,26,2018-04-27,Delhi Capitals v Kolkata Knight Riders,Delhi,Delhi Capitals won by 55 Runs,MatchScorecard.asp?MatchCode=0670,2018.0,Delhi Capitals,55 Runs,Friday,April,2018,Delhi Capitals,Kolkata Knight Riders
671,27,2018-04-28,Chennai Super Kings v Mumbai Indians,Pune,Mumbai Indians won by 8 Wickets,MatchScorecard.asp?MatchCode=0671,2018.0,Mumbai Indians,8 Wickets,Saturday,April,2018,Chennai Super Kings,Mumbai Indians
672,28,2018-04-29,Rajasthan Royals v Sunrisers Hyderabad,Jaipur,Sunrisers Hyderabad won by 11 Runs,MatchScorecard.asp?MatchCode=0672,2018.0,Sunrisers Hyderabad,11 Runs,Sunday,April,2018,Rajasthan Royals,Sunrisers Hyderabad
673,29,2018-04-29,Royal Challengers Bengaluru v Kolkata Knight Riders,"Bengaluru, Bangalore",Kolkata Knight Riders won by 6 Wickets,MatchScorecard.asp?MatchCode=0673,2018.0,Kolkata Knight Riders,6 Wickets,Sunday,April,2018,Royal Challengers Bengaluru,Kolkata Knight Riders
674,30,2018-04-30,Chennai Super Kings v Delhi Capitals,Pune,Chennai Super Kings won by 13 Runs,MatchScorecard.asp?MatchCode=0674,2018.0,Chennai Super Kings,13 Runs,Monday,April,2018,Chennai Super Kings,Delhi Capitals
675,31,2018-05-01,Royal Challengers Bengaluru v Mumbai Indians,"Bengaluru, Bangalore",Royal Challengers Bengaluru won by 14 Runs,MatchScorecard.asp?MatchCode=0675,2018.0,Royal Challengers Bengaluru,14 Runs,Tuesday,May,2018,Royal Challengers Bengaluru,Mumbai Indians
676,32,2018-05-02,Delhi Capitals v Rajasthan Royals,Delhi,Delhi Capitals won by 4 Runs [D/L],MatchScorecard.asp?MatchCode=0676,2018.0,Delhi Capitals,4 Runs [D/L],Wednesday,May,2018,Delhi Capitals,Rajasthan Royals
677,33,2018-05-03,Kolkata Knight Riders v Chennai Super Kings,Kolkata,Kolkata Knight Riders won by 6 Wickets,MatchScorecard.asp?MatchCode=0677,2018.0,Kolkata Knight Riders,6 Wickets,Thursday,May,2018,Kolkata Knight Riders,Chennai Super Kings
678,34,2018-05-04,Punjab Kings v Mumbai Indians,Indore,Mumbai Indians won by 6 Wickets,MatchScorecard.asp?MatchCode=0678,2018.0,Mumbai Indians,6 Wickets,Friday,May,2018,Punjab Kings,Mumbai Indians
679,35,2018-05-05,Chennai Super Kings v Royal Challengers Bengaluru,Pune,Chennai Super Kings won by 6 Wickets,MatchScorecard.asp?MatchCode=0679,2018.0,Chennai Super Kings,6 Wickets,Saturday,May,2018,Chennai Super Kings,Royal Challengers Bengaluru
680,36,2018-05-05,Sunrisers Hyderabad v Delhi Capitals,Hyderabad,Sunrisers Hyderabad won by 7 Wickets,MatchScorecard.asp?MatchCode=0680,2018.0,Sunrisers Hyderabad,7 Wickets,Saturday,May,2018,Sunrisers Hyderabad,Delhi Capitals
681,37,2018-05-06,Mumbai Indians v Kolkata Knight Riders,Mumbai,Mumbai Indians won by 13 Runs,MatchScorecard.asp?MatchCode=0681,2018.0,Mumbai Indians,13 Runs,Sunday,May,2018,Mumbai Indians,Kolkata Knight Riders
682,38,2018-05-06,Punjab Kings v Rajasthan Royals,Indore,Punjab Kings won by 6 Wickets,MatchScorecard.asp?MatchCode=0682,2018.0,Punjab Kings,6 Wickets,Sunday,May,2018,Punjab Kings,Rajasthan Royals
683,39,2018-05-07,Sunrisers Hyderabad v Royal Challengers Bengaluru,Hyderabad,Sunrisers Hyderabad won by 5 Runs,MatchScorecard.asp?MatchCode=0683,2018.0,Sunrisers Hyderabad,5 Runs,Monday,May,2018,Sunrisers Hyderabad,Royal Challengers Bengaluru
684,40,2018-05-08,Rajasthan Royals v Punjab Kings,Jaipur,Rajasthan Royals won by 15 Runs,MatchScorecard.asp?MatchCode=0684,2018.0,Rajasthan Royals,15 Runs,Tuesday,May,2018,Rajasthan Royals,Punjab Kings
685,41,2018-05-09,Kolkata Knight Riders v Mumbai Indians,Kolkata,Mumbai Indians won by 102 Runs,MatchScorecard.asp?MatchCode=0685,2018.0,Mumbai Indians,102 Runs,Wednesday,May,2018,Kolkata Knight Riders,Mumbai Indians
686,42,2018-05-10,Delhi Capitals v Sunrisers Hyderabad,Delhi,Sunrisers Hyderabad won by 9 Wickets,MatchScorecard.asp?MatchCode=0686,2018.0,Sunrisers Hyderabad,9 Wickets,Thursday,May,2018,Delhi Capitals,Sunrisers Hyderabad
687,43,2018-05-11,Rajasthan Royals v Chennai Super Kings,Jaipur,Rajasthan Royals won by 4 Wickets,MatchScorecard.asp?MatchCode=0687,2018.0,Rajasthan Royals,4 Wickets,Friday,May,2018,Rajasthan Royals,Chennai Super Kings
688,44,2018-05-12,Punjab Kings v Kolkata Knight Riders,Indore,Kolkata Knight Riders won by 31 Runs,MatchScorecard.asp?MatchCode=0688,2018.0,Kolkata Knight Riders,31 Runs,Saturday,May,2018,Punjab Kings,Kolkata Knight Riders
689,45,2018-05-12,Delhi Capitals v Royal Challengers Bengaluru,Delhi,Royal Challengers Bengaluru won by 5 Wickets,MatchScorecard.asp?MatchCode=0689,2018.0,Royal Challengers Bengaluru,5 Wickets,Saturday,May,2018,Delhi Capitals,Royal Challengers Bengaluru
690,46,2018-05-13,Chennai Super Kings v Sunrisers Hyderabad,Pune,Chennai Super Kings won by 8 Wickets,MatchScorecard.asp?MatchCode=0690,2018.0,Chennai Super Kings,8 Wickets,Sunday,May,2018,Chennai Super Kings,Sunrisers Hyderabad
691,47,2018-05-13,Mumbai Indians v Rajasthan Royals,Mumbai,Rajasthan Royals won by 7 Wickets,MatchScorecard.asp?MatchCode=0691,2018.0,Rajasthan Royals,7 Wickets,Sunday,May,2018,Mumbai Indians,Rajasthan Royals
692,48,2018-05-14,Punjab Kings v Royal Challengers Bengaluru,Indore,Royal Challengers Bengaluru won by 10 Wickets,MatchScorecard.asp?MatchCode=0692,2018.0,Royal Challengers Bengaluru,10 Wickets,Monday,May,2018,Punjab Kings,Royal Challengers Bengaluru
693,49,2018-05-15,Kolkata Knight Riders v Rajasthan Royals,Kolkata,Kolkata Knight Riders won by 6 Wickets,MatchScorecard.asp?MatchCode=0693,2018.0,Kolkata Knight Riders,6 Wickets,Tuesday,May,2018,Kolkata Knight Riders,Rajasthan Royals
694,50,2018-05-16,Mumbai Indians v Punjab Kings,Mumbai,Mumbai Indians won by 3 Runs,MatchScorecard.asp?MatchCode=0694,2018.0,Mumbai Indians,3 Runs,Wednesday,May,2018,Mumbai Indians,Punjab Kings
695,51,2018-05-17,Royal Challengers Bengaluru v Sunrisers Hyderabad,"Bengaluru, Bangalore",Royal Challengers Bengaluru won by 14 Runs,MatchScorecard.asp?MatchCode=0695,2018.0,Royal Challengers Bengaluru,14 Runs,Thursday,May,2018,Royal Challengers Bengaluru,Sunrisers Hyderabad
696,52,2018-05-18,Delhi Capitals v Chennai Super Kings,Delhi,Delhi Capitals won by 34 Runs,MatchScorecard.asp?MatchCode=0696,2018.0,Delhi Capitals,34 Runs,Friday,May,2018,Delhi Capitals,Chennai Super Kings
697,53,2018-05-19,Rajasthan Royals v Royal Challengers Bengaluru,Jaipur,Rajasthan Royals won by 30 Runs,MatchScorecard.asp?MatchCode=0697,2018.0,Rajasthan Royals,30 Runs,Saturday,May,2018,Rajasthan Royals,Royal Challengers Bengaluru
698,54,2018-05-19,Sunrisers Hyderabad v Kolkata Knight Riders,Hyderabad,Kolkata Knight Riders won by 5 Wickets,MatchScorecard.asp?MatchCode=0698,2018.0,Kolkata Knight Riders,5 Wickets,Saturday,May,2018,Sunrisers Hyderabad,Kolkata Knight Riders
699,55,2018-05-20,Delhi Capitals v Mumbai Indians,Delhi,Delhi Capitals won by 11 Runs,MatchScorecard.asp?MatchCode=0699,2018.0,Delhi Capitals,11 Runs,Sunday,May,2018,Delhi Capitals,Mumbai Indians
700,56,2018-05-20,Chennai Super Kings v Punjab Kings,Pune,Chennai Super Kings won by 5 Wickets,MatchScorecard.asp?MatchCode=0700,2018.0,Chennai Super Kings,5 Wickets,Sunday,May,2018,Chennai Super Kings,Punjab Kings
701,1st Qualifying Final,2018-05-22,Chennai Super Kings v Sunrisers Hyderabad,Mumbai,Chennai Super Kings won by 2 Wickets,MatchScorecard.asp?MatchCode=0701,2018.0,Chennai Super Kings,2 Wickets,Tuesday,May,2018,Chennai Super Kings,Sunrisers Hyderabad
702,1st Elimination Final,2018-05-23,Kolkata Knight Riders v Rajasthan Royals,Kolkata,Kolkata Knight Riders won by 25 Runs,MatchScorecard.asp?MatchCode=0702,2018.0,Kolkata Knight Riders,25 Runs,Wednesday,May,2018,Kolkata Knight Riders,Rajasthan Royals
703,2nd Qualifying Final,2018-05-25,Kolkata Knight Riders v Sunrisers Hyderabad,Kolkata,Sunrisers Hyderabad won by 14 Runs,MatchScorecard.asp?MatchCode=0703,2018.0,Sunrisers Hyderabad,14 Runs,Friday,May,2018,Kolkata Knight Riders,Sunrisers Hyderabad
704,Final,2018-05-27,Chennai Super Kings v Sunrisers Hyderabad,Mumbai,Chennai Super Kings won by 8 Wickets,MatchScorecard.asp?MatchCode=0704,2018.0,Chennai Super Kings,8 Wickets,Sunday,May,2018,Chennai Super Kings,Sunrisers Hyderabad
705,1,2019-03-23,Chennai Super Kings v Royal Challengers Bengaluru,Chennai,Chennai Super Kings won by 7 Wickets,MatchScorecard.asp?MatchCode=0705,2019.0,Chennai Super Kings,7 Wickets,Saturday,March,2019,Chennai Super Kings,Royal Challengers Bengaluru
706,2,2019-03-24,Kolkata Knight Riders v Sunrisers Hyderabad,Kolkata,Kolkata Knight Riders won by 6 Wickets,MatchScorecard.asp?MatchCode=0706,2019.0,Kolkata Knight Riders,6 Wickets,Sunday,March,2019,Kolkata Knight Riders,Sunrisers Hyderabad
707,3,2019-03-24,Mumbai Indians v Delhi Capitals,Mumbai,Delhi Capitals won by 37 Runs,MatchScorecard.asp?MatchCode=0707,2019.0,Delhi Capitals,37 Runs,Sunday,March,2019,Mumbai Indians,Delhi Capitals
708,4,2019-03-25,Rajasthan Royals v Punjab Kings,Jaipur,Punjab Kings won by 14 Runs,MatchScorecard.asp?MatchCode=0708,2019.0,Punjab Kings,14 Runs,Monday,March,2019,Rajasthan Royals,Punjab Kings
709,5,2019-03-26,Delhi Capitals v Chennai Super Kings,Delhi,Chennai Super Kings won by 6 Wickets,MatchScorecard.asp?MatchCode=0709,2019.0,Chennai Super Kings,6 Wickets,Tuesday,March,2019,Delhi Capitals,Chennai Super Kings
710,6,2019-03-27,Kolkata Knight Riders v Punjab Kings,Kolkata,Kolkata Knight Riders won by 28 Runs,MatchScorecard.asp?MatchCode=0710,2019.0,Kolkata Knight Riders,28 Runs,Wednesday,March,2019,Kolkata Knight Riders,Punjab Kings
711,7,2019-03-28,Royal Challengers Bengaluru v Mumbai Indians,"Bengaluru, Bangalore",Mumbai Indians won by 6 Runs,MatchScorecard.asp?MatchCode=0711,2019.0,Mumbai Indians,6 Runs,Thursday,March,2019,Royal Challengers Bengaluru,Mumbai Indians
712,8,2019-03-29,Sunrisers Hyderabad v Rajasthan Royals,Hyderabad,Sunrisers Hyderabad won by 5 Wickets,MatchScorecard.asp?MatchCode=0712,2019.0,Sunrisers Hyderabad,5 Wickets,Friday,March,2019,Sunrisers Hyderabad,Rajasthan Royals
713,10,2019-03-30,Delhi Capitals v Kolkata Knight Riders,Delhi,Match tied (Delhi Capitals won eliminator),MatchScorecard.asp?MatchCode=0714,2019.0,Unknown,Unknown,Saturday,March,2019,Delhi Capitals,Kolkata Knight Riders
714,9,2019-03-30,Punjab Kings v Mumbai Indians,"Mohali, Chandigarh",Punjab Kings won by 8 Wickets,MatchScorecard.asp?MatchCode=0713,2019.0,Punjab Kings,8 Wickets,Saturday,March,2019,Punjab Kings,Mumbai Indians
